Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
Build,4.2.1705.0,,,,,,,,,,,,,,,
Date,10/17/2020,1:08 pm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SN,MAGPX17237721,,,,,,,,,,,,,,,
Batch,201017_Repeats_plate8,,,,,,,,,,,,,,,
Version,1,,,,,,,,,,,,,,,
Operator,Tegwen,,,,,,,,,,,,,,,
ComputerName,MAGPIX-PC,,,,,,,,,,,,,,,
Country Code,409,,,,,,,,,,,,,,,
ProtocolName,Tegwen_13plex,,,,,,,,,,,,,,,
ProtocolVersion,1,,,,,,,,,,,,,,,
ProtocolDescription,,,,,,,,,,,,,,,,
ProtocolDevelopingCompany,,,,,,,,,,,,,,,,
SampleWash,Off,,,,,,,,,,,,,,,
SampleVolume,50 uL,,,,,,,,,,,,,,,
BatchStartTime,10/17/2020 1:08:39 PM,,,,,,,,,,,,,,,
BatchStopTime,10/17/2020 1:17:50 PM,,,,,,,,,,,,,,,
BatchDescription,<None>,,,,,,,,,,,,,,,
ProtocolPlate,Name,Mylar Plate,Type,96,Plates,1,,,,,,,,,,
ProtocolMicrosphere,Map,BP 50 regions,Type,MagPlex,Count,13,,,,,,,,,,
ProtocolAnalysis,Off,,,,,,,,,,,,,,,
NormBead,None,,,,,,,,,,,,,,,
ProtocolHeater,Off,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Most Recent Calibration and Verification Results:,,,,,,,,,,,,,,,,
Last CAL Calibration,Passed 10/17/2020 10:54:03,,,,,,,,,,,,,,,
Last VER Verification,Passed 10/17/2020 10:55:02,,,,,,,,,,,,,,,
Last Fluidics Test,Passed 10/17/2020 10:56:18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CALInfo:,,,,,,,,,,,,,,,,
Calibrator,,,,,,,,,,,,,,,,
Lot,ExpirationDate,CalibrationTime,CL1Temp,CL2Temp,RP1LongTemp,RP1ShortTemp,CL1Current,CL2Current,RP1LongCurrent,RP1ShortCurrent,CL1Factor,CL2Factor,RP1LongFactor,RP1ShortFactor,Result,MachineSerialNo
B75277,06/25/2021,10/17/2020 10:54:03 AM,21.3,21.3,21.3,21.3,220,226,305,305,0.00705,0.00704,0.00394,0.11698,Pass,MAGPX17237721
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Samples,16,Min Events,50,Per Bead,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Median,,,,,,,,,,,,,,,
Location,Sample,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,Total Events,
"1(1,A1)",DBS1,4261,179,62,44,65,358,64,82,111,73.5,1462,85,7902,1449,
"2(1,B1)",DBS2,7470,166,67,54,73,428,78.5,94.5,119,104,1474.5,129,8610,1288,
"3(1,C1)",DBS3,6819,114,45,37,55,608,49,101,106,42,1604,34,8040,2016,
"4(1,D1)",DBS4,4421,94,51,39,52,337,50,95,100,47,1490.5,36,7753.5,1949,
"5(1,E1)",High_DBS,9686,499.5,68,3146,1040,2174.5,516,720,310,288.5,1861,1646.5,12092,2361,
"6(1,F1)",Med_DBS,9745,311,62,1556,288.5,2146,306,424,313,161,1851.5,1297,12141,2009,
"7(1,G1)",Low_DBS,9214,258.5,59,351.5,247.5,2139.5,149.5,319,297,114.5,1933,679,11444,2013,
"8(1,H1)",Blank_DBS,8428,197,61,86.5,261,2058.5,120.5,294,274,115.5,1955,73,9959,2087,
"9(1,A2)",Std1,6491,7620.5,786,5638.5,7254.5,6445.5,3472,5216,2191,8298.5,3673,1811,10367.5,1577,
"10(1,B2)",Std2,4622,5463.5,393.5,4560.5,5302,2916,2629.5,4707.5,989,6184,4379,1857,11146,1846,
"11(1,C2)",Std3,2496,1875,115,2172,381,663,847.5,1823,292,1586,3647,1003,6402,1255,
"12(1,D2)",Std4,2061.5,490,69,768,165.5,215.5,244.5,619,160,353.5,3408,373,1453,1871,
"13(1,E2)",Std5,1436,180,60,256.5,90,109.5,85,230,148,102,2352,125,242,1912,
"14(1,F2)",Std6,1079,113,61,90,59,75,47,110,157,49,1611.5,55,65,2126,
"15(1,G2)",Std7,996,79,43,48,51,65,35,72,154.5,41,1316.5,37,40,1777,
"16(1,H2)",Std8,1109,76,57,36,43,80,36,66,184,42,1298,32,36,2243,
,,,,,,,,,,,,,,,,
DataType:,Net MFI,,,,,,,,,,,,,,,
Location,Sample,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,Total Events,
"1(1,A1)",DBS1,4261,179,62,44,65,358,64,82,111,73.5,1462,85,7902,1449,
"2(1,B1)",DBS2,7470,166,67,54,73,428,78.5,94.5,119,104,1474.5,129,8610,1288,
"3(1,C1)",DBS3,6819,114,45,37,55,608,49,101,106,42,1604,34,8040,2016,
"4(1,D1)",DBS4,4421,94,51,39,52,337,50,95,100,47,1490.5,36,7753.5,1949,
"5(1,E1)",High_DBS,9686,499.5,68,3146,1040,2174.5,516,720,310,288.5,1861,1646.5,12092,2361,
"6(1,F1)",Med_DBS,9745,311,62,1556,288.5,2146,306,424,313,161,1851.5,1297,12141,2009,
"7(1,G1)",Low_DBS,9214,258.5,59,351.5,247.5,2139.5,149.5,319,297,114.5,1933,679,11444,2013,
"8(1,H1)",Blank_DBS,8428,197,61,86.5,261,2058.5,120.5,294,274,115.5,1955,73,9959,2087,
"9(1,A2)",Std1,6491,7620.5,786,5638.5,7254.5,6445.5,3472,5216,2191,8298.5,3673,1811,10367.5,1577,
"10(1,B2)",Std2,4622,5463.5,393.5,4560.5,5302,2916,2629.5,4707.5,989,6184,4379,1857,11146,1846,
"11(1,C2)",Std3,2496,1875,115,2172,381,663,847.5,1823,292,1586,3647,1003,6402,1255,
"12(1,D2)",Std4,2061.5,490,69,768,165.5,215.5,244.5,619,160,353.5,3408,373,1453,1871,
"13(1,E2)",Std5,1436,180,60,256.5,90,109.5,85,230,148,102,2352,125,242,1912,
"14(1,F2)",Std6,1079,113,61,90,59,75,47,110,157,49,1611.5,55,65,2126,
"15(1,G2)",Std7,996,79,43,48,51,65,35,72,154.5,41,1316.5,37,40,1777,
"16(1,H2)",Std8,1109,76,57,36,43,80,36,66,184,42,1298,32,36,2243,
,,,,,,,,,,,,,,,,
DataType:,Count,,,,,,,,,,,,,,,
Location,Sample,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,Total Events,
"1(1,A1)",DBS1,107,124,163,67,96,91,108,101,109,96,142,133,112,1449,
"2(1,B1)",DBS2,127,76,137,66,89,71,98,68,129,111,112,93,111,1288,
"3(1,C1)",DBS3,181,123,259,117,119,108,158,153,135,149,155,203,156,2016,
"4(1,D1)",DBS4,173,127,239,131,125,117,139,127,149,149,136,201,136,1949,
"5(1,E1)",High_DBS,181,164,217,169,166,152,171,152,202,170,196,242,179,2361,
"6(1,F1)",Med_DBS,165,141,211,153,126,137,153,140,137,128,168,202,148,2009,
"7(1,G1)",Low_DBS,128,138,196,124,152,136,140,125,185,144,167,223,155,2013,
"8(1,H1)",Blank_DBS,152,143,222,140,149,136,162,145,173,174,153,172,166,2087,
"9(1,A2)",Std1,117,112,150,120,96,72,133,119,127,132,135,144,120,1577,
"10(1,B2)",Std2,139,146,164,120,130,117,156,144,151,170,141,155,113,1846,
"11(1,C2)",Std3,80,90,132,77,77,79,90,101,105,107,97,131,89,1255,
"12(1,D2)",Std4,152,144,201,131,112,116,154,115,149,142,158,167,130,1871,
"13(1,E2)",Std5,123,129,205,128,114,126,143,145,161,165,157,184,132,1912,
"14(1,F2)",Std6,171,145,239,149,137,120,155,153,176,163,162,206,150,2126,
"15(1,G2)",Std7,121,138,182,114,127,123,143,113,128,131,146,164,147,1777,
"16(1,H2)",Std8,135,144,238,165,170,125,152,160,202,179,165,232,176,2243,
,,,,,,,,,,,,,,,,
DataType:,Avg Net MFI,,,,,,,,,,,,,,,
Sample,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,,,
