Program,xPONENT,,MAGPIX,,,,,,,,,,,,,
Build,4.2.1705.0,,,,,,,,,,,,,,,
Date,10/17/2020,12:48 pm,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
SN,MAGPX17237721,,,,,,,,,,,,,,,
Batch,201017_Repeats_plate7,,,,,,,,,,,,,,,
Version,1,,,,,,,,,,,,,,,
Operator,Tegwen,,,,,,,,,,,,,,,
ComputerName,MAGPIX-PC,,,,,,,,,,,,,,,
Country Code,409,,,,,,,,,,,,,,,
ProtocolName,Tegwen_13plex,,,,,,,,,,,,,,,
ProtocolVersion,1,,,,,,,,,,,,,,,
ProtocolDescription,,,,,,,,,,,,,,,,
ProtocolDevelopingCompany,,,,,,,,,,,,,,,,
SampleWash,Off,,,,,,,,,,,,,,,
SampleVolume,50 uL,,,,,,,,,,,,,,,
BatchStartTime,10/17/2020 12:48:57 PM,,,,,,,,,,,,,,,
BatchStopTime,10/17/2020 12:58:08 PM,,,,,,,,,,,,,,,
BatchDescription,<None>,,,,,,,,,,,,,,,
ProtocolPlate,Name,Mylar Plate,Type,96,Plates,1,,,,,,,,,,
ProtocolMicrosphere,Map,BP 50 regions,Type,MagPlex,Count,13,,,,,,,,,,
ProtocolAnalysis,Off,,,,,,,,,,,,,,,
NormBead,None,,,,,,,,,,,,,,,
ProtocolHeater,Off,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Most Recent Calibration and Verification Results:,,,,,,,,,,,,,,,,
Last CAL Calibration,Passed 10/17/2020 10:54:03,,,,,,,,,,,,,,,
Last VER Verification,Passed 10/17/2020 10:55:02,,,,,,,,,,,,,,,
Last Fluidics Test,Passed 10/17/2020 10:56:18,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
CALInfo:,,,,,,,,,,,,,,,,
Calibrator,,,,,,,,,,,,,,,,
Lot,ExpirationDate,CalibrationTime,CL1Temp,CL2Temp,RP1LongTemp,RP1ShortTemp,CL1Current,CL2Current,RP1LongCurrent,RP1ShortCurrent,CL1Factor,CL2Factor,RP1LongFactor,RP1ShortFactor,Result,MachineSerialNo
B75277,06/25/2021,10/17/2020 10:54:03 AM,21.3,21.3,21.3,21.3,220,226,305,305,0.00705,0.00704,0.00394,0.11698,Pass,MAGPX17237721
,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Samples,16,Min Events,50,Per Bead,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
Results,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
DataType:,Median,,,,,,,,,,,,,,,
Location,Sample,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,Total Events,
"1(1,A1)",DBS1,4277,177,64,43.5,64.5,309.5,61,89,115.5,76.5,1535.5,79,7361,1122,
"2(1,B1)",DBS2,7413.5,151,63,47,68,376,76,87,122.5,104,1487,116,8214,1716,
"3(1,C1)",DBS3,6458,105,45,37,51,555.5,47,100,98.5,41.5,1574,36,7699.5,1801,
"4(1,D1)",DBS4,4304.5,89.5,51,36.5,49,316,46,95.5,100,46,1481,35,7466,1787,
"5(1,E1)",High_DBS,9471.5,497,68,2977.5,1017,2011.5,538.5,703,304,354.5,1788,1539,11854,2084,
"6(1,F1)",Med_DBS,9154,274,60.5,1464,280,1985.5,312.5,401.5,325,153.5,1836.5,1173.5,11943,1829,
"7(1,G1)",Low_DBS,9180,246,57,304.5,247,1880,147.5,303,303,107,1843,593.5,10966,1673,
"8(1,H1)",Blank_DBS,8030,185.5,57,81.5,260,1914,113.5,284,265,117,1877.5,69,9763.5,1910,
"9(1,A2)",Std1,5879,7418,949,5822,9051.5,6543,4407,5527.5,2236,7432,3831,1883,10289,1245,
"10(1,B2)",Std2,4321,4933.5,345,4325,4857,2235.5,2062,3720,922,5500.5,4219,1645.5,10908,1451,
"11(1,C2)",Std3,2388,1878.5,122,2084,363,653.5,873,1864.5,310.5,1600.5,3484,996,6268,1751,
"12(1,D2)",Std4,1984.5,448,77,677,148,216,212.5,589,169,351.5,3462,333,1340,1625,
"13(1,E2)",Std5,1531,180,62,250,89,111,81,222,161.5,109,2191,121,238,1326,
"14(1,F2)",Std6,1047,109,63.5,87,53,74,44,101,160,49,1513,54,59,3030,
"15(1,G2)",Std7,922,102,39,46,47,58,32,66.5,144.5,42,928.5,37,37,1429,
"16(1,H2)",Std8,936,79,50,34,38,55,33,59,151,44,1050,31,36,1770,
,,,,,,,,,,,,,,,,
DataType:,Net MFI,,,,,,,,,,,,,,,
Location,Sample,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,Total Events,
"1(1,A1)",DBS1,4277,177,64,43.5,64.5,309.5,61,89,115.5,76.5,1535.5,79,7361,1122,
"2(1,B1)",DBS2,7413.5,151,63,47,68,376,76,87,122.5,104,1487,116,8214,1716,
"3(1,C1)",DBS3,6458,105,45,37,51,555.5,47,100,98.5,41.5,1574,36,7699.5,1801,
"4(1,D1)",DBS4,4304.5,89.5,51,36.5,49,316,46,95.5,100,46,1481,35,7466,1787,
"5(1,E1)",High_DBS,9471.5,497,68,2977.5,1017,2011.5,538.5,703,304,354.5,1788,1539,11854,2084,
"6(1,F1)",Med_DBS,9154,274,60.5,1464,280,1985.5,312.5,401.5,325,153.5,1836.5,1173.5,11943,1829,
"7(1,G1)",Low_DBS,9180,246,57,304.5,247,1880,147.5,303,303,107,1843,593.5,10966,1673,
"8(1,H1)",Blank_DBS,8030,185.5,57,81.5,260,1914,113.5,284,265,117,1877.5,69,9763.5,1910,
"9(1,A2)",Std1,5879,7418,949,5822,9051.5,6543,4407,5527.5,2236,7432,3831,1883,10289,1245,
"10(1,B2)",Std2,4321,4933.5,345,4325,4857,2235.5,2062,3720,922,5500.5,4219,1645.5,10908,1451,
"11(1,C2)",Std3,2388,1878.5,122,2084,363,653.5,873,1864.5,310.5,1600.5,3484,996,6268,1751,
"12(1,D2)",Std4,1984.5,448,77,677,148,216,212.5,589,169,351.5,3462,333,1340,1625,
"13(1,E2)",Std5,1531,180,62,250,89,111,81,222,161.5,109,2191,121,238,1326,
"14(1,F2)",Std6,1047,109,63.5,87,53,74,44,101,160,49,1513,54,59,3030,
"15(1,G2)",Std7,922,102,39,46,47,58,32,66.5,144.5,42,928.5,37,37,1429,
"16(1,H2)",Std8,936,79,50,34,38,55,33,59,151,44,1050,31,36,1770,
,,,,,,,,,,,,,,,,
DataType:,Count,,,,,,,,,,,,,,,
Location,Sample,CRP,IL-8,sTNF-R1,IL-6,Ang-2,Ang-1,TRAIL,IL-10,sTREM1,IP-10,Azu,MxA,CH3L1,Total Events,
"1(1,A1)",DBS1,90,87,117,78,82,64,83,77,84,84,100,104,72,1122,
"2(1,B1)",DBS2,136,127,191,100,112,117,116,129,116,125,135,171,141,1716,
"3(1,C1)",DBS3,137,124,173,108,155,110,135,109,122,142,161,157,168,1801,
"4(1,D1)",DBS4,138,120,189,110,117,121,136,122,145,131,128,171,159,1787,
"5(1,E1)",High_DBS,154,138,207,178,145,130,140,137,167,144,167,223,154,2084,
"6(1,F1)",Med_DBS,130,141,196,111,119,122,136,104,109,148,186,190,137,1829,
"7(1,G1)",Low_DBS,137,129,176,104,96,109,148,109,122,125,141,162,115,1673,
"8(1,H1)",Blank_DBS,170,162,206,110,125,113,156,123,139,147,146,181,132,1910,
"9(1,A2)",Std1,89,97,132,80,76,60,99,86,108,118,106,103,91,1245,
"10(1,B2)",Std2,95,114,131,85,108,86,109,104,118,134,109,142,116,1451,
"11(1,C2)",Std3,136,136,193,113,127,104,122,112,114,148,145,169,132,1751,
"12(1,D2)",Std4,124,116,188,101,102,97,122,97,127,134,137,171,109,1625,
"13(1,E2)",Std5,85,82,167,74,88,77,109,89,98,121,97,141,98,1326,
"14(1,F2)",Std6,217,247,340,197,183,175,233,210,224,217,263,315,209,3030,
"15(1,G2)",Std7,51,96,161,93,94,96,120,118,118,78,108,133,163,1429,
"16(1,H2)",Std8,68,105,201,105,123,101,142,142,143,83,149,185,223,1770,
,,,,,,,,,,,,,,,,
DataType:,Avg Net MFI,,,,,,,,,,,,,,,
